City_ID,City,Country,Date,Current Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
260,Plouzane,FR,2022-01-21 21:28:24,few clouds,48.3833,-4.6167,37.45,87,20,2.3
261,Praia Da Vitoria,PT,2022-01-21 21:28:24,scattered clouds,38.7333,-27.0667,61.05,82,40,18.05
262,Lyngseidet,NO,2022-01-21 21:28:24,overcast clouds,69.5763,20.2189,28.49,86,100,13.47
263,Blyznyuky,UA,2022-01-21 21:28:25,clear sky,48.8578,36.5551,19.78,93,8,10.29
264,Deputatskiy,RU,2022-01-21 21:28:25,broken clouds,69.3,139.9,-23.67,80,73,3.36
265,Timbiqui,CO,2022-01-21 21:28:25,moderate rain,2.7717,-77.6654,77.52,91,100,3.78
266,Cuitareo,MX,2022-01-21 21:28:25,overcast clouds,19.6167,-100.6,62.55,47,87,11.5
267,Abnub,EG,2022-01-21 21:28:26,clear sky,27.2696,31.1511,49.01,44,0,7.23
268,Dakar,SN,2022-01-21 21:28:44,overcast clouds,14.6937,-17.4441,77.88,83,100,2.3
269,Atambua,ID,2022-01-21 21:28:56,overcast clouds,-9.1061,124.8925,73.78,90,100,5.03
270,Bilibino,RU,2022-01-21 21:28:56,clear sky,68.0546,166.4372,-33.63,84,4,1.72
271,Pangnirtung,CA,2022-01-21 21:28:56,few clouds,66.1451,-65.7125,-23.8,69,20,0.0
272,Sangar,RU,2022-01-21 21:28:57,overcast clouds,63.9242,127.4739,-24.92,97,99,4.7
273,Kavieng,PG,2022-01-21 21:28:57,overcast clouds,-2.5744,150.7967,82.78,74,100,4.16
274,Hervey Bay,AU,2022-01-21 21:28:57,overcast clouds,-25.2986,152.8535,75.04,66,89,18.14
275,Lashio,MM,2022-01-21 21:28:57,scattered clouds,22.9333,97.75,47.28,97,26,1.63
276,Lublin,PL,2022-01-21 21:28:58,overcast clouds,51.0,23.0,27.99,93,100,15.61
277,Haines Junction,CA,2022-01-21 21:28:58,overcast clouds,60.7522,-137.5108,39.15,65,100,8.05
278,Hambantota,LK,2022-01-21 21:28:58,broken clouds,6.1241,81.1185,73.69,80,79,3.36
279,Kasongo-Lunda,CD,2022-01-21 21:28:58,moderate rain,-6.4667,16.8167,69.46,98,100,1.36
280,Elizabeth City,US,2022-01-21 21:28:59,overcast clouds,36.2946,-76.2511,30.22,90,100,21.85
281,Deer Lake,CA,2022-01-21 21:28:59,scattered clouds,49.1667,-57.4316,8.46,72,40,8.05
282,Humberto De Campos,BR,2022-01-21 21:28:59,broken clouds,-2.5983,-43.4611,80.49,78,70,6.4
283,Geraldton,AU,2022-01-21 21:27:49,clear sky,-28.7667,114.6,82.81,17,0,10.36
284,Safaga,EG,2022-01-21 21:28:59,clear sky,26.7292,33.9365,58.05,60,0,6.24
285,Coquimbo,CL,2022-01-21 21:29:00,clear sky,-29.9533,-71.3436,65.93,72,0,12.66
286,Iberia,US,2022-01-21 21:29:00,clear sky,29.9502,-91.7507,39.27,52,0,17.27
287,Kabare,CD,2022-01-21 21:29:00,overcast clouds,-2.4683,28.8242,61.5,93,98,0.6
288,Yabrud,SY,2022-01-21 21:29:00,scattered clouds,33.9674,36.6574,17.26,69,32,5.12
289,Acajutla,SV,2022-01-21 21:29:01,clear sky,13.5928,-89.8275,98.94,55,0,7.47
290,Saint-Leu,RE,2022-01-21 21:29:01,few clouds,-21.15,55.2833,79.66,82,23,3.13
291,Stjordalshalsen,NO,2022-01-21 21:29:01,overcast clouds,63.4681,10.9262,32.61,93,100,9.22
292,Vestmannaeyjar,IS,2022-01-21 21:29:01,overcast clouds,63.4427,-20.2734,43.09,78,100,38.48
293,Kitale,KE,2022-01-21 21:29:01,overcast clouds,1.0157,35.0062,59.29,67,100,2.24
294,Bonthe,SL,2022-01-21 21:29:02,clear sky,7.5264,-12.505,78.51,77,9,6.08
295,Timra,SE,2022-01-21 21:29:02,clear sky,62.487,17.3257,21.67,62,6,10.36
296,El Limon,VE,2022-01-21 21:29:02,broken clouds,10.3059,-67.6321,78.22,68,82,8.93
297,La Macarena,CO,2022-01-21 21:29:03,overcast clouds,2.1837,-73.7849,91.78,37,90,4.99
298,Briceni,MD,2022-01-21 21:29:03,overcast clouds,48.3572,27.7036,26.74,77,99,17.78
299,Scottsbluff,US,2022-01-21 21:29:03,clear sky,41.8666,-103.6672,41.29,73,0,11.01
300,Voh,NC,2022-01-21 21:29:03,clear sky,-20.9667,164.7,81.14,78,5,3.18
301,Erenhot,CN,2022-01-21 21:29:04,overcast clouds,43.6475,111.9767,14.34,96,97,3.13
302,Tongchuan,CN,2022-01-21 21:29:04,overcast clouds,35.0806,109.0897,27.28,96,99,2.26
303,Basco,PH,2022-01-21 21:29:04,overcast clouds,20.4487,121.9702,73.98,83,100,28.99
304,Tingo Maria,PE,2022-01-21 21:29:04,scattered clouds,-9.2895,-76.0088,82.83,59,35,3.33
305,Oka,CA,2022-01-21 21:29:05,broken clouds,45.4649,-74.0889,2.82,50,72,1.01
306,Waingapu,ID,2022-01-21 21:29:05,overcast clouds,-9.6567,120.2641,76.68,87,100,6.64
307,Coalinga,US,2022-01-21 21:29:05,scattered clouds,36.1397,-120.3602,62.78,36,40,10.36
308,Katsuura,JP,2022-01-21 21:29:05,clear sky,35.1333,140.3,37.51,45,0,5.3
309,Tiksi,RU,2022-01-21 21:29:06,overcast clouds,71.6872,128.8694,-5.04,88,100,9.26
310,Ratnagiri,IN,2022-01-21 21:29:06,clear sky,16.9833,73.3,71.83,85,8,7.34
311,Voskresenskoye,RU,2022-01-21 21:29:06,snow,56.8381,45.4317,18.21,94,100,11.03
312,Nanortalik,GL,2022-01-21 21:29:06,broken clouds,60.1432,-45.2371,15.71,67,65,6.76
313,Benito Juarez,MX,2022-01-21 21:29:07,broken clouds,19.385,-99.165,67.84,28,75,20.0
314,Haapiti,PF,2022-01-21 21:29:07,light rain,-17.5667,-149.8667,76.73,78,100,12.62
315,Pemangkat,ID,2022-01-21 21:29:37,overcast clouds,1.1667,108.9667,76.01,90,100,5.93
316,Waddan,LY,2022-01-21 21:29:37,overcast clouds,29.1614,16.139,52.92,42,88,1.32
317,Wewak,PG,2022-01-21 21:29:38,heavy intensity rain,-3.5534,143.6268,77.09,93,100,6.46
318,Sawtell,AU,2022-01-21 21:29:38,overcast clouds,-30.3833,153.1,68.32,93,100,13.8
319,College,US,2022-01-21 21:29:38,overcast clouds,64.8569,-147.8028,15.78,78,100,9.22
320,Lapa,BR,2022-01-21 21:29:38,clear sky,-25.7697,-49.7158,78.78,61,9,5.3
321,Gouyave,GD,2022-01-21 21:29:39,few clouds,12.1646,-61.7296,79.57,69,20,18.41
322,Rio Gallegos,AR,2022-01-21 21:29:39,scattered clouds,-51.6226,-69.2181,64.45,68,40,13.8
323,Tazovskiy,RU,2022-01-21 21:29:39,overcast clouds,67.4667,78.7,5.7,94,89,13.04
324,Yerbogachen,RU,2022-01-21 21:29:39,overcast clouds,61.2767,108.0108,-11.87,100,85,5.03
325,Xiaoweizhai,CN,2022-01-21 21:29:40,overcast clouds,26.1903,107.5125,50.65,99,100,2.77
326,Teseney,ER,2022-01-21 21:29:40,few clouds,15.11,36.6575,69.91,49,13,8.41
327,Kutum,SD,2022-01-21 21:25:09,scattered clouds,14.2,24.6667,57.52,20,50,7.14
328,Nara,JP,2022-01-21 21:29:24,broken clouds,34.6851,135.8049,38.48,46,53,2.15
329,Charleston,US,2022-01-21 21:29:24,light rain,32.7766,-79.9309,35.22,96,100,8.01
330,Tura,IN,2022-01-21 21:29:40,clear sky,25.5198,90.2201,53.58,82,10,2.71
331,Vagur,FO,2022-01-21 21:29:40,overcast clouds,61.4732,-6.8119,46.76,90,100,29.77
332,Batemans Bay,AU,2022-01-21 21:29:41,broken clouds,-35.7167,150.1833,68.2,71,70,3.29
333,Hamilton,US,2022-01-21 21:25:41,clear sky,39.1834,-84.5333,27.23,55,0,1.99
334,Rabo De Peixe,PT,2022-01-21 21:29:41,scattered clouds,37.8,-25.5833,60.31,97,40,12.66
335,Sorong,ID,2022-01-21 21:29:41,moderate rain,-0.8833,131.25,79.02,85,100,5.44
336,Zarand,IR,2022-01-21 21:29:42,clear sky,30.8127,56.564,28.63,36,0,2.51
337,Tlaxco,MX,2022-01-21 21:29:42,overcast clouds,19.6167,-98.1167,58.89,48,95,12.06
338,Kintampo,GH,2022-01-21 21:29:42,scattered clouds,8.0563,-1.7306,79.59,16,37,3.18
339,Ponta Delgada,PT,2022-01-21 21:29:42,scattered clouds,37.7333,-25.6667,61.52,67,40,12.66
340,Ubata,BR,2022-01-21 21:29:43,scattered clouds,-14.2139,-39.5228,79.09,64,47,5.44
341,Bedele,ET,2022-01-21 21:29:43,overcast clouds,8.456,36.353,59.43,51,100,3.42
342,Eirunepe,BR,2022-01-21 21:29:43,moderate rain,-6.6603,-69.8736,76.91,86,93,2.01
343,Caravelas,BR,2022-01-21 21:29:43,scattered clouds,-17.7125,-39.2481,79.05,78,25,8.63
344,Lavrentiya,RU,2022-01-21 21:29:44,snow,65.5833,-171.0,4.8,92,100,23.71
345,Chippewa Falls,US,2022-01-21 21:29:44,clear sky,44.9369,-91.3929,15.39,46,0,13.8
346,Nouadhibou,MR,2022-01-21 21:29:44,overcast clouds,20.931,-17.0347,66.18,88,100,10.36
347,Wenling,CN,2022-01-21 21:29:44,overcast clouds,28.3669,121.36,48.9,81,100,5.84
348,Santa Barbara,US,2022-01-21 21:29:45,clear sky,34.7333,-120.0343,68.9,50,0,6.91
349,Ixtapa,MX,2022-01-21 21:29:45,broken clouds,20.7,-105.2,79.83,61,75,2.3
350,Koslan,RU,2022-01-21 21:29:45,overcast clouds,63.4564,48.8989,16.25,94,100,6.53
351,South Portland,US,2022-01-21 21:29:45,clear sky,43.6415,-70.2409,19.24,41,0,3.0
352,Paralimni,CY,2022-01-21 21:29:46,overcast clouds,35.0375,33.9833,51.08,72,100,3.0
353,Evensk,RU,2022-01-21 21:29:46,clear sky,61.95,159.2333,-13.65,76,1,5.32
354,Skjervoy,NO,2022-01-21 21:29:46,overcast clouds,70.0311,20.9714,31.21,62,100,14.72
355,Zhanaozen,KZ,2022-01-21 21:29:46,clear sky,43.3,52.8,21.6,89,6,4.76
356,Camacha,PT,2022-01-21 21:29:47,scattered clouds,33.0833,-16.3333,62.53,82,40,24.16
357,Zeya,RU,2022-01-21 21:29:47,clear sky,53.75,127.2667,-13.86,98,6,1.57
358,Port Lincoln,AU,2022-01-21 21:29:47,light rain,-34.7333,135.8667,68.65,97,100,20.02
359,Nusaybin,TR,2022-01-21 21:29:47,clear sky,37.0778,41.2178,22.59,80,0,2.3
360,Suntar,RU,2022-01-21 21:30:18,broken clouds,62.1444,117.6319,-9.09,100,62,4.32
361,Hohhot,CN,2022-01-21 21:30:18,mist,40.8106,111.6522,25.09,93,40,4.47
362,Palmer,US,2022-01-21 21:25:50,clear sky,42.1584,-72.3287,20.75,42,0,1.01
363,Constitucion,CL,2022-01-21 21:30:18,clear sky,-35.3333,-72.4167,63.46,64,0,11.3
364,Necochea,AR,2022-01-21 21:30:18,overcast clouds,-38.5473,-58.7368,74.23,86,86,9.26
365,Akyab,MM,2022-01-21 21:30:19,few clouds,20.15,92.9,62.55,76,13,7.54
366,Alice Springs,AU,2022-01-21 21:30:12,overcast clouds,-23.7,133.8833,74.21,95,100,1.01
367,Salalah,OM,2022-01-21 21:30:19,scattered clouds,17.0151,54.0924,73.49,27,28,29.93
368,Severnyy-Kospashskiy,RU,2022-01-21 21:30:19,overcast clouds,59.0925,57.8008,3.65,99,100,3.18
369,Namalenga,TZ,2022-01-21 21:30:20,scattered clouds,-10.95,39.1,71.56,91,45,2.21
370,Najran,SA,2022-01-21 21:30:20,clear sky,17.4924,44.1277,54.25,64,4,4.03
371,Tessalit,ML,2022-01-21 21:30:20,scattered clouds,20.1986,1.0114,61.39,19,50,9.66
372,Katangli,RU,2022-01-21 21:30:20,scattered clouds,51.7102,143.2326,-11.67,97,27,6.46
373,Tilichiki,RU,2022-01-21 21:30:21,clear sky,60.4667,166.1,-20.99,86,5,8.3
374,Niamey,NE,2022-01-21 21:29:02,dust,13.5137,2.1098,73.69,11,0,5.75
375,Tosno,RU,2022-01-21 21:30:21,light snow,59.54,30.8775,26.42,96,96,5.97
376,Lethem,GY,2022-01-21 21:30:21,few clouds,3.3803,-59.7968,86.05,74,20,13.8
377,Shubarshi,KZ,2022-01-21 21:30:21,scattered clouds,48.5872,57.1869,-1.8,94,26,3.38
378,Luanda,AO,2022-01-21 21:30:22,clear sky,-8.8368,13.2343,77.0,78,0,10.36
379,Isangel,VU,2022-01-21 21:30:22,few clouds,-19.55,169.2667,86.11,74,20,3.44
380,Hami,CN,2022-01-21 21:30:22,broken clouds,42.8,93.45,25.03,51,80,4.63
381,Olafsvik,IS,2022-01-21 21:30:23,light rain,64.8945,-23.7142,38.3,83,94,34.99
382,Leninsk,RU,2022-01-21 21:30:23,light snow,48.7119,45.1994,33.66,88,100,16.31
383,Dedza,MW,2022-01-21 21:30:23,clear sky,-14.3779,34.3332,54.3,87,0,3.91
384,Anadyr,RU,2022-01-21 21:30:23,fog,64.75,177.4833,-30.5,66,32,13.0
385,Broken Hill,AU,2022-01-21 21:30:24,overcast clouds,-31.95,141.4333,76.71,38,91,17.27
386,Tadine,NC,2022-01-21 21:30:24,overcast clouds,-21.55,167.8833,81.64,82,93,9.48
387,Raga,SS,2022-01-21 21:30:24,broken clouds,8.4596,25.678,68.61,21,67,4.38
388,Atikokan,CA,2022-01-21 21:30:24,snow,48.7555,-91.6216,12.81,93,100,14.94
389,Fortuna,US,2022-01-21 21:30:25,clear sky,40.5982,-124.1573,58.93,76,0,1.99
390,Viedma,AR,2022-01-21 21:30:25,clear sky,-40.8135,-62.9967,82.44,15,0,3.29
391,Mugla,TR,2022-01-21 21:30:25,light rain,37.2303,28.3557,41.67,97,94,7.45
392,Tartagal,AR,2022-01-21 21:30:26,scattered clouds,-22.5164,-63.8013,102.34,30,35,9.6
393,Richards Bay,ZA,2022-01-21 21:30:26,overcast clouds,-28.783,32.0377,74.01,67,93,3.58
394,Havoysund,NO,2022-01-21 21:30:26,light snow,70.9963,24.6622,29.28,84,100,16.31
395,Fairview,US,2022-01-21 21:26:16,clear sky,40.8126,-73.999,24.39,40,0,3.0
396,Galesburg,US,2022-01-21 21:30:26,clear sky,40.9478,-90.3712,22.82,67,0,3.0
397,Zonguldak,TR,2022-01-21 21:30:27,light snow,41.25,31.8333,30.65,100,100,3.13
398,Georgetown,MY,2022-01-21 21:29:27,few clouds,5.4112,100.3354,79.9,85,20,1.01
399,Auki,SB,2022-01-21 21:30:27,overcast clouds,-8.7676,160.7034,80.92,84,100,4.05
400,Cayenne,GF,2022-01-21 21:30:27,clear sky,4.9333,-52.3333,77.04,91,0,1.01
401,Lodwar,KE,2022-01-21 21:30:27,overcast clouds,3.1191,35.5973,83.98,40,100,2.77
402,Port Macquarie,AU,2022-01-21 21:30:28,overcast clouds,-31.4333,152.9167,69.89,75,95,9.93
403,Aswan,EG,2022-01-21 21:30:28,clear sky,24.0934,32.907,54.37,48,0,11.83
404,Ballina,AU,2022-01-21 21:30:28,light rain,-28.8667,153.5667,71.56,89,100,5.75
405,Bloemfontein,ZA,2022-01-21 21:30:29,clear sky,-29.1211,26.214,67.48,56,2,6.91
406,Benguela,AO,2022-01-21 21:30:29,scattered clouds,-12.5763,13.4055,74.61,73,50,4.29
407,San Pedro,PH,2022-01-21 21:30:59,broken clouds,14.35,121.0167,76.23,85,75,0.0
408,Surt,LY,2022-01-21 21:30:59,broken clouds,31.2089,16.5887,57.36,53,56,0.6
409,Ibra,OM,2022-01-21 21:31:00,clear sky,22.6906,58.5334,60.21,52,1,9.55
410,Vilhena,BR,2022-01-21 21:31:00,scattered clouds,-12.7406,-60.1458,82.62,61,40,6.91
411,Namibe,AO,2022-01-21 21:31:00,overcast clouds,-15.1961,12.1522,71.13,81,95,7.31
412,Dongsheng,CN,2022-01-21 21:31:01,overcast clouds,39.8161,109.9776,21.42,91,98,4.88
413,Narsaq,GL,2022-01-21 21:31:01,overcast clouds,60.9167,-46.05,10.62,68,96,11.43
414,Yuanping,CN,2022-01-21 21:31:01,overcast clouds,38.7153,112.7575,17.82,97,100,0.65
415,Chumikan,RU,2022-01-21 21:31:01,clear sky,54.7183,135.315,-9.74,88,9,20.87
416,Abancay,PE,2022-01-21 21:31:02,broken clouds,-13.6339,-72.8814,67.55,66,83,5.5
417,Teguldet,RU,2022-01-21 21:31:02,overcast clouds,57.3064,88.1667,-3.96,100,100,3.53
418,Acari,PE,2022-01-21 21:31:02,overcast clouds,-15.4311,-74.6158,75.02,82,98,8.97
419,Houston,US,2022-01-21 21:30:01,clear sky,29.7633,-95.3633,53.87,36,0,3.0
420,Impfondo,CG,2022-01-21 21:31:03,few clouds,1.6381,18.0667,75.38,46,18,2.19
421,Palora,EC,2022-01-21 21:31:03,light rain,-1.7,-77.9333,78.91,77,55,1.16
422,Bosobolo,CD,2022-01-21 21:31:03,scattered clouds,4.1833,19.9,76.44,30,32,1.68
423,Oranzherei,RU,2022-01-21 21:31:03,overcast clouds,45.8476,47.5663,22.96,84,90,10.27
424,Tapes,BR,2022-01-21 21:31:04,scattered clouds,-30.6733,-51.3958,80.58,77,49,15.95
425,Nacala,MZ,2022-01-21 21:30:23,scattered clouds,-14.5428,40.6728,72.84,95,30,6.85
426,Balabac,PH,2022-01-21 21:31:04,overcast clouds,7.9868,117.0645,79.47,79,100,10.63
427,Antofagasta,CL,2022-01-21 21:31:04,scattered clouds,-23.65,-70.4,70.21,60,40,9.44
428,Puerto El Triunfo,SV,2022-01-21 21:31:04,clear sky,13.2833,-88.55,99.46,56,1,7.05
429,Yatou,CN,2022-01-21 21:31:05,overcast clouds,37.15,122.3833,30.45,53,98,3.04
430,Zaraza,VE,2022-01-21 21:31:05,overcast clouds,9.3503,-65.3245,81.55,62,100,12.62
431,Sijunjung,ID,2022-01-21 21:31:05,broken clouds,-0.6876,100.9537,70.12,98,71,1.1
432,Tuy Hoa,VN,2022-01-21 21:31:05,scattered clouds,13.0833,109.3,67.75,93,46,4.56
433,Buritis,BR,2022-01-21 21:31:06,few clouds,-15.6178,-46.4233,73.85,84,14,4.12
434,Macae,BR,2022-01-21 21:31:06,scattered clouds,-22.3708,-41.7869,80.47,89,40,8.05
435,Aguilas,ES,2022-01-21 21:31:06,scattered clouds,37.4063,-1.5829,49.21,85,37,8.55
436,Calama,CL,2022-01-21 21:27:41,few clouds,-22.4667,-68.9333,77.49,23,17,31.07
437,Ngunguru,NZ,2022-01-21 21:31:07,few clouds,-35.6167,174.5,73.17,68,11,5.57
438,Tonj,SS,2022-01-21 21:30:19,overcast clouds,7.2737,28.6822,75.18,23,86,4.03
439,Amparafaravola,MG,2022-01-21 21:31:07,light rain,-17.5833,48.2167,65.46,97,100,4.5
440,Malartic,CA,2022-01-21 21:30:07,few clouds,48.1335,-78.1328,6.03,77,18,8.39
441,Madang,PG,2022-01-21 21:31:07,overcast clouds,-5.2246,145.7966,76.75,90,100,4.0
442,Muisne,EC,2022-01-21 21:31:07,overcast clouds,0.6,-80.0333,80.71,77,88,8.61
443,Axim,GH,2022-01-21 21:31:08,clear sky,4.8699,-2.2405,79.23,77,9,6.38
444,Kisangani,CD,2022-01-21 21:31:08,overcast clouds,0.5167,25.2,70.79,63,97,2.08
445,Havre-Saint-Pierre,CA,2022-01-21 21:31:08,clear sky,50.2334,-63.5986,7.39,60,0,9.22
446,Sur,OM,2022-01-21 21:31:08,clear sky,22.5667,59.5289,67.35,59,4,31.7
447,Nuuk,GL,2022-01-21 21:31:09,light shower snow,64.1835,-51.7216,14.61,79,100,3.44
448,Vardo,NO,2022-01-21 21:31:09,few clouds,70.3705,31.1107,20.95,79,20,17.27
449,Talara,PE,2022-01-21 21:31:09,clear sky,-4.5772,-81.2719,81.36,61,0,16.24
450,Longyearbyen,SJ,2022-01-21 21:27:41,light snow,78.2186,15.6401,24.64,74,75,16.11
451,Jinja,UG,2022-01-21 21:28:12,overcast clouds,0.439,33.2032,69.12,68,100,4.16
452,Clarence Town,AU,2022-01-21 21:31:09,broken clouds,-32.5833,151.7833,72.99,76,66,2.75
453,La Ronge,CA,2022-01-21 21:30:18,clear sky,55.1001,-105.2842,-5.55,59,0,13.8
454,Valdivia,CL,2022-01-21 21:31:40,scattered clouds,-39.8142,-73.2459,69.89,59,48,6.76
455,Dudinka,RU,2022-01-21 21:31:40,overcast clouds,69.4058,86.1778,15.62,93,100,20.07
456,Almenara,BR,2022-01-21 21:31:40,clear sky,-16.1836,-40.6944,74.52,75,3,3.04
457,Jiaojiang,CN,2022-01-21 21:31:41,overcast clouds,28.6803,121.4428,48.99,80,100,3.87
458,Castanos,MX,2022-01-21 21:31:41,few clouds,26.7833,-101.4167,48.34,33,20,6.91
459,San Miguel,SV,2022-01-21 21:31:41,clear sky,13.4833,-88.1833,98.2,44,0,4.61
460,Quatre Cocos,MU,2022-01-21 21:31:41,light rain,-20.2078,57.7625,82.51,84,46,18.23
461,Husavik,IS,2022-01-21 21:31:42,clear sky,66.0449,-17.3389,39.11,66,5,30.0
462,Black River,JM,2022-01-21 21:31:42,clear sky,18.0264,-77.8487,82.4,62,5,11.03
463,Santiago De Cuba,CU,2022-01-21 21:27:33,few clouds,20.0247,-75.8219,83.82,69,20,8.05
464,Opuwo,NA,2022-01-21 21:31:42,light rain,-18.0607,13.84,67.59,86,100,1.7
465,Nhulunbuy,AU,2022-01-21 21:31:42,broken clouds,-12.2333,136.7667,79.41,94,75,1.14
466,Bollnas,SE,2022-01-21 21:31:43,few clouds,61.3482,16.3946,20.39,89,13,3.69
467,Ahipara,NZ,2022-01-21 21:31:43,clear sky,-35.1667,173.1667,72.01,50,4,1.23
468,Kununurra,AU,2022-01-21 21:31:43,overcast clouds,-15.7667,128.7333,78.78,94,100,0.0
469,Vung Tau,VN,2022-01-21 21:31:43,overcast clouds,10.346,107.0843,74.39,82,87,9.57
470,Abu Dhabi,AE,2022-01-21 21:27:00,broken clouds,24.4667,54.3667,62.71,60,75,5.01
471,Bingen,DE,2022-01-21 21:31:44,overcast clouds,48.1113,9.2724,31.39,86,91,3.51
472,Kostomuksha,RU,2022-01-21 21:31:44,broken clouds,64.571,30.5767,18.01,92,79,10.16
473,Otjimbingwe,NA,2022-01-21 21:31:44,light rain,-22.35,16.1333,75.18,65,100,13.15
474,Yumen,CN,2022-01-21 21:31:44,broken clouds,40.2833,97.2,19.53,55,70,5.28
475,Chapais,CA,2022-01-21 21:31:45,broken clouds,49.7834,-74.8492,1.18,90,65,8.5
476,Puerto Rico,AR,2022-01-21 21:31:25,broken clouds,-26.796,-55.024,93.09,35,55,3.15
477,Miguelopolis,BR,2022-01-21 21:27:38,scattered clouds,-20.1794,-48.0319,87.62,76,31,4.21
478,Conde,BR,2022-01-21 21:31:45,few clouds,-7.2597,-34.9075,80.06,78,20,10.36
479,Lewistown,US,2022-01-21 21:27:06,clear sky,40.5992,-77.5714,23.77,73,0,3.44
480,Saint-Pierre,RE,2022-01-21 21:31:45,scattered clouds,-21.3393,55.4781,80.28,83,47,2.3
481,Shirokiy,RU,2022-01-21 21:31:46,broken clouds,49.758,129.523,-29.2,100,56,1.83
482,Charyshskoye,RU,2022-01-21 21:31:46,scattered clouds,51.3978,83.5598,-1.48,94,27,3.8
483,Ridgecrest,US,2022-01-21 21:31:46,dust,35.6225,-117.6709,62.69,18,40,14.0
484,Baruun-Urt,MN,2022-01-21 21:31:46,clear sky,46.6806,113.2792,-6.0,94,6,4.05
485,Sivas,TR,2022-01-21 21:31:47,broken clouds,39.7916,37.0019,21.83,73,75,16.11
486,Maitum,PH,2022-01-21 21:31:47,overcast clouds,6.0392,124.4986,76.3,84,100,4.47
487,Bubaque,GW,2022-01-21 21:31:47,overcast clouds,11.2833,-15.8333,79.07,76,90,7.47
488,Dongkan,CN,2022-01-21 21:31:47,overcast clouds,33.9997,119.8308,38.64,82,99,7.29
489,San Carlos De Bariloche,AR,2022-01-21 21:30:10,scattered clouds,-41.1456,-71.3082,72.45,34,40,20.71
490,Poso,ID,2022-01-21 21:31:48,overcast clouds,-1.3959,120.7524,75.42,85,93,3.38
491,Kupang,ID,2022-01-21 21:31:48,broken clouds,-10.1667,123.5833,77.58,100,75,3.44
492,Kyaikto,MM,2022-01-21 21:31:48,clear sky,17.3,97.0167,67.53,75,10,1.77
493,Sorland,NO,2022-01-21 21:31:48,light snow,67.667,12.6934,33.87,91,100,35.77
494,Zhigansk,RU,2022-01-21 21:31:49,overcast clouds,66.7697,123.3711,-14.84,97,100,15.75
495,Cheran,MX,2022-01-21 21:31:49,overcast clouds,19.6833,-101.95,58.6,36,97,9.31
496,Moba,CN,2022-01-21 21:31:49,overcast clouds,33.2288,105.0179,31.28,88,97,3.67
497,Laguna,US,2022-01-21 21:31:49,clear sky,38.421,-121.4238,69.35,37,0,5.99
498,Nueva Guinea,NI,2022-01-21 21:31:50,overcast clouds,11.6876,-84.4562,77.49,83,99,11.45
499,Feijo,BR,2022-01-21 21:31:50,moderate rain,-8.1642,-70.3536,78.57,86,100,1.32
500,Henties Bay,NA,2022-01-21 21:32:20,overcast clouds,-22.116,14.2845,71.85,85,100,5.53
501,Camargo,MX,2022-01-21 21:32:21,clear sky,27.6667,-105.1667,57.51,29,0,6.11
502,Darnah,LY,2022-01-21 21:32:21,few clouds,32.767,22.6367,55.27,72,14,17.29
503,Bonavista,CA,2022-01-21 21:32:21,overcast clouds,48.6499,-53.1147,25.12,68,100,18.72
504,Sungaipenuh,ID,2022-01-21 21:32:21,moderate rain,-2.0833,101.3833,63.01,95,99,2.37
505,Ostersund,SE,2022-01-21 21:32:22,overcast clouds,63.1792,14.6357,18.05,86,95,4.61
506,Shiraz,IR,2022-01-21 21:31:02,clear sky,29.6036,52.5388,29.64,47,0,0.0
507,Harsud,IN,2022-01-21 21:32:22,clear sky,22.1,76.7333,65.5,45,0,4.72
508,Grimma,DE,2022-01-21 21:32:22,snow,51.2333,12.7167,35.91,98,100,16.13
509,Mtinko,TZ,2022-01-21 21:32:22,light rain,-4.55,34.85,61.3,90,100,2.93
510,Ulaangom,MN,2022-01-21 21:32:23,overcast clouds,49.9811,92.0667,-0.45,96,96,1.83
511,Rosario,AR,2022-01-21 21:30:57,clear sky,-32.9468,-60.6393,103.95,38,0,3.0
512,Port Moresby,PG,2022-01-21 21:32:23,few clouds,-9.4431,147.1797,74.62,94,20,4.61
513,Khandyga,RU,2022-01-21 21:32:23,overcast clouds,62.6667,135.6,-22.45,98,100,1.77
514,Kindu,CD,2022-01-21 21:32:23,overcast clouds,-2.95,25.95,70.83,91,100,1.39
515,Salinas,US,2022-01-21 21:32:24,clear sky,36.6777,-121.6555,70.16,35,0,12.66
516,Barvinkove,UA,2022-01-21 21:32:24,clear sky,48.9097,37.0205,20.12,93,8,9.71
517,Santa Isabel Do Rio Negro,BR,2022-01-21 21:32:24,overcast clouds,-0.4139,-65.0192,77.76,96,100,1.81
518,Lourdes,FR,2022-01-21 21:32:24,clear sky,43.1,-0.05,32.92,86,0,2.3
519,Nipawin,CA,2022-01-21 21:30:22,clear sky,53.3668,-104.0009,-0.36,65,0,19.57
520,Noumea,NC,2022-01-21 21:32:25,scattered clouds,-22.2763,166.4572,80.01,99,42,0.81
521,Kouroussa,GN,2022-01-21 21:32:25,overcast clouds,10.65,-9.8833,75.42,17,97,4.74
522,Westport,US,2022-01-21 21:29:39,clear sky,41.1415,-73.3579,24.57,41,0,1.99
523,The Hague,NL,2022-01-21 21:32:25,overcast clouds,52.0767,4.2986,43.99,77,100,1.99
524,Phillipsburg,US,2022-01-21 21:32:26,broken clouds,40.6937,-75.1902,25.16,39,58,1.01
